Date,IDR,IEE,NLE,DKK,MYR,COP,PEN,NOK,NZD,ZAR,CLP,CAD,AUD,MXN,BRL,RUB,DXY
2001-12-01,10350,1.123090746,1.123090746,8.345,3.8,2275,3.437,8.9459,2.40211386,11.97,661,1.5917,1.958480219,9.148,2.31,30.47,
2001-11-01,10450,1.115822361,1.115822361,8.2982,3.7995,2297,3.432,8.918,2.400960384,10.25,686,1.5727,1.917177914,9.215,2.494,29.93,
2001-10-01,10450,1.111728738,1.111728738,8.2706,3.8,2307,3.439,8.8884,2.4348673,9.4396,713.5,1.5884,1.988071571,9.275,2.695,29.718,
2001-09-01,9695,1.097213079,1.097213079,8.1547,3.7995,2333,3.48,8.865,2.462447673,9.0276,693,1.5791,2.036659878,9.49,2.669,29.452,
2001-08-01,8850,1.096250822,1.096250822,8.1579,3.7995,2299.5,3.479,8.8263,2.276348737,8.4291,664.5,1.5507,1.889644747,9.197,2.563,29.42,
2001-07-01,9475,1.141422212,1.141422212,8.4997,3.7995,2288,3.489,9.1143,2.419549964,8.2576,670.1,1.533,1.962708538,9.16,2.472,29.343,
2001-06-01,11380,1.17674747,1.17674747,8.784,3.7995,2297,3.507,9.3165,2.463054187,8.0436,631.6,1.5142,1.956564273,9.018,2.31,29.14,
2001-05-01,11100,1.182592242,1.182592242,8.8122,3.7995,2318,3.629,9.3841,2.444987775,7.995,610.8,1.5378,1.977848101,9.17,2.38,29.144,
2001-04-01,11550,1.126126126,1.126126126,8.4088,3.8,2341,3.5835,9.0951,2.418964683,8.032,600.7,1.5348,1.952743605,9.238,2.2,28.934,
2001-03-01,10415,1.139731023,1.139731023,8.5066,3.7999,2309,3.5225,9.1728,2.48447205,8.0325,595.4,1.5759,2.061430633,9.452,2.152,28.773,
2001-02-01,9815,1.083423619,1.083423619,8.079,3.7995,2262,3.52,8.9076,2.323960028,7.665,574.09,1.5356,1.901140684,9.676,2.0455,28.662,
2001-01-01,9400,1.068147832,1.068147832,7.989,3.7995,2240,3.533,8.7788,2.248706993,7.7425,561.2,1.4979,1.815211472,9.654,1.97,28.464,
2000-12-01,9625,1.061345786,1.061345786,7.9134,3.7995,2232,3.524,8.7683,2.257336343,7.585,573.6,1.4983,1.790510295,9.631,1.949,28.531,
2000-11-01,9510,1.146526026,1.146526026,8.553,3.7999,2163,3.528,9.2604,2.428363283,7.7325,578,1.5362,1.892863903,9.414,1.979,27.925,
2000-10-01,9325,1.177856302,1.177856302,8.7639,3.7999,2135,3.507,9.2873,2.522704339,7.555,570.2,1.522,1.922707172,9.564,1.899,27.873,
2000-09-01,8740,1.131605749,1.131605749,8.4428,3.7999,2210.5,3.505,9.055,2.455795678,7.23,563.6,1.5028,1.843317972,9.439,1.843,27.772,
2000-08-01,8300,1.125365744,1.125365744,8.3955,3.7999,2215.05,3.47,9.0716,2.341920375,6.973,561.9,1.4717,1.734003815,9.199,1.823,27.765,
2000-07-01,8900,1.080030241,1.080030241,8.0485,3.7998,2172,3.472,8.852,2.201673272,6.9525,555.4,1.4858,1.723246597,9.323,1.783,27.85,
2000-06-01,8745,1.050089258,1.050089258,7.8311,3.7999,2152,3.483,8.5981,2.134927412,6.775,539.6,1.4799,1.676727029,9.793,1.806,28.05,
2000-05-01,8620,1.06643916,1.06643916,7.957,3.7998,2097,3.495,8.8599,2.185314685,6.9625,524.1,1.4963,1.747640685,9.503,1.823,28.2425,
2000-04-01,7900,1.096491228,1.096491228,8.1883,3.7998,2006,3.475,8.921,2.062280883,6.785,515.1,1.4805,1.713502399,9.387,1.804,28.42,
2000-03-01,7555,1.046025105,1.046025105,7.7852,3.7999,1958,3.478,8.4613,2.015722637,6.5205,503.1,1.4486,1.646632636,9.257,1.739,28.65,
2000-02-01,7420,1.03669915,1.03669915,7.6962,3.7998,1947,3.433,8.3795,2.040399918,6.335,502.35,1.4484,1.616553508,9.364,1.767,28.68,
2000-01-01,7420,1.031672341,1.031672341,7.6369,3.7998,1973,3.483,8.329,2.019386107,6.3025,517.8,1.4456,1.570845115,9.577,1.783,28.61,
1999-12-01,6975,0.993048659,0.993048659,7.3908,3.7997,1870,3.507,8.0151,1.911314985,6.1425,529.25,1.4455,1.523693433,9.46,1.804,27.4,
1999-11-01,7290,0.991178511,0.991178511,7.377,3.7999,1918,3.489,8.0571,1.965408805,6.175,545,1.4736,1.574555188,9.435,1.922,26.67,
1999-10-01,6800,0.948047023,0.948047023,7.0477,3.7995,1969,3.48,7.8209,1.967342121,6.14,547.3,1.4699,1.56641604,9.595,1.947,26.1,
1999-09-01,8275,0.936154278,0.936154278,6.971,3.7999,2005,3.462,7.6789,1.929756851,6.005,529.9,1.4667,1.533036946,9.37,1.936,25.21,
1999-08-01,7650,0.946790381,0.946790381,7.024,3.7999,1934,3.385,7.8415,1.934235977,6.0805,516.7,1.4917,1.564455569,9.345,1.917,25.08,
1999-07-01,6855,0.934142924,0.934142924,6.9495,3.7999,1811,3.336,7.771,1.887148519,6.1675,512.5,1.5065,1.53704273,9.395,1.802,24.24,
1999-06-01,6680,0.965996909,0.965996909,7.2145,3.7995,1747,3.331,7.865,1.865323634,6.01,518.5,1.4621,1.497005988,9.364,1.752,24.24,
1999-05-01,8090,0.959692898,0.959692898,7.1116,3.7995,1660,3.331,7.888,1.872659176,6.215,490.5,1.4735,1.5417823,9.704,1.719,24.69,
1999-04-01,7980,0.946521533,0.946521533,7.0302,3.8,1616,3.334,7.8084,1.790510295,6.068,484,1.456,1.512859304,9.29,1.664,24.65,
1999-03-01,8600,0.928936368,0.928936368,6.9055,3.7999,1527,3.331,7.7481,1.870557426,6.1515,485,1.5075,1.576044129,9.51,1.715,24.95,
1999-02-01,8750,0.907194049,0.907194049,6.7426,3.7998,1565,3.4,7.8893,1.914608463,6.1855,501.5,1.5075,1.616814875,9.88,2.03,22.95,
1999-01-01,8800,0.880049283,0.880049283,6.5426,3.7998,1580,3.375,7.5135,1.854599407,6.0575,488.8,1.51,1.586546089,10.16,2.07,23.05,
1998-12-01,7800,0.853169525,0.853169525,6.388,3.7999,1550,3.1545,7.63,1.902225604,5.8855,473,1.5295,1.635322976,9.9,1.208,20.9,
1998-11-01,7400,0.862291972,0.862291972,6.4359,3.7997,1547,3.124,7.5032,1.904761905,5.693,467.8,1.5325,1.591596371,9.995,1.2014,18.4,
1998-10-01,7500,0.841609157,0.841609157,6.2825,3.7997,1567,3.069,7.3,1.890359168,5.58,462.45,1.5422,1.60436387,10.03,1.1929,16.65,
1998-09-01,10600,0.848176421,0.848176421,6.3375,3.8,1557.5,3.053,7.38,1.998401279,5.94,466.7,1.53,1.686056314,10.25,1.184,15.9,
1998-08-01,10900,0.885190759,0.885190759,6.6853,4.1605,1442,3.0415,7.7522,2.021835827,6.515,473.4,1.5658,1.76056338,10.06,1.1765,9.7,
1998-07-01,13000,0.901713255,0.901713255,6.7683,4.1455,1370.5,2.928,7.5403,1.958480219,6.12,466.5,1.5125,1.650709805,8.92,1.1629,6.2805,
1998-06-01,14650,0.913492281,0.913492281,6.884,4.125,1363,2.929,7.6589,1.922707172,5.97,469,1.4664,1.611603546,8.96,1.1565,6.229,
1998-05-01,11250,0.907111756,0.907111756,6.8051,3.8405,1397.95,2.862,7.5563,1.873360809,5.1545,455.3,1.4563,1.605909748,8.825,1.1504,6.167,
1998-04-01,7900,0.907852928,0.907852928,6.8429,3.725,1364.2,2.827,7.4596,1.808645325,5.0535,452.7,1.4305,1.540832049,8.483,1.1435,6.129,
1998-03-01,8600,0.928936368,0.928936368,7.0424,3.64,1361,2.8,7.6227,1.811594203,5.033,453.3,1.4197,1.510345869,8.517,1.137,6.0975,
1998-02-01,8850,0.919202133,0.919202133,6.9195,3.69,1343,2.807,7.5777,1.709401709,4.945,449.2,1.4235,1.473839352,8.51,1.1299,6.048,
1998-01-01,9800,0.928074246,0.928074246,6.9735,4.1855,1343.5,2.776,7.5938,1.711449598,4.9315,454.5,1.454,1.46092038,8.447,1.123,6.042,
1997-12-01,5400,0.910249408,0.910249408,6.8501,3.88,1295.5,2.723,7.3732,1.722059583,4.864,438,1.4293,1.537279016,8.065,1.116,5.997,
1997-11-01,3640,0.890868597,0.890868597,6.7165,3.505,1308,2.72,7.1934,1.624431449,4.85,436.5,1.423,1.469507715,8.22,1.109,5.932,
1997-10-01,3580,0.875273523,0.875273523,6.5611,3.345,1283.55,2.71,7.0155,1.608234159,4.8125,421.5,1.408,1.426533524,8.39,1.1025,5.897,
1997-09-01,3260,0.899280576,0.899280576,6.7045,3.243,1242,2.645,7.066,1.557875058,4.651,414.1,1.3815,1.378549766,7.767,1.0959,5.858,
1997-08-01,2920,0.919709372,0.919709372,6.8836,2.925,1172.5,2.653,7.4813,1.565680288,4.691,415,1.3875,1.366120219,7.82,1.0915,5.838,
1997-07-01,2610,0.932140194,0.932140194,7.008,2.633,1113.8,2.651,7.6256,1.539882969,4.61,416.6,1.378,1.336898396,7.82,1.0829,5.811,
1997-06-01,2431,0.887941751,0.887941751,6.6441,2.524,1090,2.653,7.3257,1.470155837,4.534,416.1,1.381,1.326787847,7.931,1.0764,5.772,
1997-05-01,2432,0.876808417,0.876808417,6.4995,2.5135,1079,2.665,7.1194,1.451800232,4.466,418.75,1.3762,1.315789474,7.918,1.0702,5.767,
1997-04-01,2429,0.888888889,0.888888889,6.5827,2.5105,1069,2.664,7.1138,1.443418014,4.445,418.5,1.3974,1.281394157,7.949,1.0634,5.76,
1997-03-01,2400,0.857927248,0.857927248,6.3661,2.4785,1061.1,2.65,6.6148,1.439884809,4.419,415.5,1.3836,1.272750414,7.913,1.0605,5.728,
1997-02-01,2395,0.872371979,0.872371979,6.4469,2.481,1075,2.644,6.7372,1.440507058,4.476,413,1.3679,1.285181853,7.92,1.0509,5.683,
1997-01-01,2375,0.848104486,0.848104486,6.2485,2.4853,1058.1,2.643,6.4851,1.452643812,4.5585,419.9,1.3473,1.312163758,7.818,1.0456,5.634,
1996-12-01,2361,0.797893561,0.797893561,5.893,2.525,1006.1,2.609,6.4411,1.416831964,4.676,424.1,1.3706,1.258653241,7.882,1.0389,5.588,
1996-11-01,2344,0.797766254,0.797766254,5.8945,2.5265,995.22,2.581,6.4202,1.40390285,4.613,420.7,1.3513,1.225490196,7.887,1.0326,5.515,
1996-10-01,2328,0.791327055,0.791327055,5.8302,2.5265,999.5,2.575,6.3965,1.415628539,4.6925,420.1,1.3375,1.263743207,7.96,1.0273,5.455,
1996-09-01,2322,0.800064005,0.800064005,5.8506,2.5057,1025,2.509,6.4971,1.431024614,4.537,413.2,1.3616,1.263902932,7.535,1.021,5.404,
1996-08-01,2342,0.785854617,0.785854617,5.722,2.493,1042.5,2.468,6.4113,1.450957632,4.487,411.05,1.368,1.266945395,7.575,1.0163,5.363,
1996-07-01,2350,0.783576242,0.783576242,5.6899,2.4947,1054.6,2.463,6.3673,1.453488372,4.517,410.45,1.3747,1.294498382,7.58,1.014,5.209,
1996-06-01,2326,0.804699445,0.804699445,5.8705,2.4945,1070,2.444,6.5018,1.461560947,4.328,410.2,1.363,1.269357705,7.58,1.0039,5.116,
1996-05-01,2332,0.807297974,0.807297974,5.8785,2.4955,1071.5,2.414,6.5048,1.473839352,4.345,408,1.3685,1.25250501,7.46,0.998,5.036,
1996-04-01,2328,0.815394651,0.815394651,5.904,2.493,1061.9,2.372,6.5708,1.455815985,4.325,406.5,1.3604,1.270325203,7.41,0.992,4.964,
1996-03-01,2337,0.79649542,0.79649542,5.6975,2.5335,1043.55,2.35,6.4078,1.469507715,3.9775,411.3,1.359,1.279099514,7.524,0.9876,4.863,
1996-02-01,2315,0.797066794,0.797066794,5.6895,2.5475,1040,2.355,6.4117,1.485442662,3.87,412.1,1.3699,1.308900524,7.6,0.9844,4.833,
1996-01-01,2291,0.810701257,0.810701257,5.762,2.5603,1026.2,2.355,6.5123,1.488316714,3.6475,411,1.373,1.339943722,7.36,0.978,4.739,
1995-12-01,2284,0.783085356,0.783085356,5.5643,2.5385,990.5,2.305,6.3434,1.531393568,3.6445,406,1.3641,1.346801347,7.68,0.9717,4.665,
1995-11-01,2283,0.784313725,0.784313725,5.6035,2.5368,997,2.326,6.3685,1.53233221,3.668,412.5,1.3595,1.344989913,7.525,0.966,4.576,
1995-10-01,2270,0.768935025,0.768935025,5.458,2.5405,997.2,2.267,6.223,1.519064256,3.6465,414.9,1.344,1.314924392,7.06,0.9614,4.508,
1995-09-01,2265,0.771247879,0.771247879,5.5355,2.514,969.5,2.235,6.2742,1.522765342,3.651,400.5,1.3413,1.324327904,6.385,0.9529,4.4965,
1995-08-01,2265,0.78486775,0.78486775,5.6935,2.493,946.5,2.248,6.4145,1.534683855,3.656,393.5,1.3425,1.331735251,6.255,0.949,4.457,
1995-07-01,2234,0.746268657,0.746268657,5.386,2.4572,900.1,2.224,6.1395,1.481481481,3.621,379.8,1.3645,1.354462955,6.1,0.935,4.405,
1995-06-01,2226,0.750976269,0.750976269,5.39,2.4375,879.5,2.222,6.154,1.495438911,3.6345,373.1,1.3716,1.410039481,6.24,0.919,4.537,
1995-05-01,2226,0.766577233,0.766577233,5.521,2.4655,875,2.24,6.2861,1.504211793,3.6775,377,1.3695,1.393339836,6.17,0.905,4.992,
1995-04-01,2232,0.754944889,0.754944889,5.4417,2.468,879,2.242,6.232,1.487873828,3.6185,388.5,1.3555,1.374570447,5.89,0.917,5.12,
1995-03-01,2237,0.751089079,0.751089079,5.441,2.5285,875,2.254,6.1461,1.528584531,3.5785,403,1.3997,1.363326517,6.77,0.899,4.917,
1995-02-01,2216,0.786905886,0.786905886,5.8143,2.5527,857.7,2.236,6.4728,1.577038322,3.598,410.3,1.3895,1.353729525,5.94,0.849,4.464,
1995-01-01,2216,0.807167649,0.807167649,6.0185,2.556,854.9,2.189,6.6837,1.569365976,3.542,410.3,1.407,1.32222663,5.69,0.84,4.01,
1994-12-01,2197,0.815394651,0.815394651,6.0826,2.552,831.1,2.175,6.7624,1.562988434,3.5435,400.8,1.4014,1.290322581,4.9,0.846,3.585,
1994-11-01,2178,0.823113013,0.823113013,6.144,2.5552,829.32,2.163,6.827,1.592863969,3.552,401,1.3757,1.301236174,3.4395,0.848,3.241,
1994-10-01,2171,0.789016885,0.789016885,5.8855,2.5555,837.2,2.222,6.5345,1.623376623,3.4995,410.6,1.3531,1.34643867,3.4355,0.844,3.092,
1994-09-01,2176,0.811754201,0.811754201,6.0828,2.563,842.3,2.239,6.7851,1.661129568,3.565,412,1.342,1.351899419,3.393,0.852,2.673,
1994-08-01,2173,0.828912467,0.828912467,6.2372,2.5585,816.35,2.245,6.9323,1.660577881,3.5865,418,1.3666,1.34643867,3.386,0.885,,
1994-07-01,2165,0.827746048,0.827746048,6.2245,2.5932,815.45,2.195,6.9054,1.661957786,3.673,423.6,1.3856,1.352082207,3.396,0.936,,
1994-06-01,2170,0.830082178,0.830082178,6.2323,2.604,816.5,2.191,6.9253,1.682935039,3.651,418.3,1.383,1.375137514,3.39,0.9625,,
1994-05-01,2164,0.854481757,0.854481757,6.4565,2.5785,841.5,2.184,7.1352,1.68520391,3.627,421.3,1.3828,1.356668023,3.315,0.6819,,
1994-04-01,2157,0.85660442,0.85660442,6.4813,2.6773,836.4,2.173,7.1693,1.73370319,3.52,425,1.3818,1.398601399,3.26,0.4735,,
1994-03-01,2154,0.868658791,0.868658791,6.5828,2.6735,820.45,2.167,7.2803,1.779359431,3.48,426.4,1.3832,1.420858198,3.36,0.3321,,
1994-02-01,2145,0.882846296,0.882846296,6.6682,2.725,819.35,2.164,7.3892,1.738223536,3.468,429,1.3498,1.402721279,3.17,0.2317,,
1994-01-01,2115,0.892458724,0.892458724,6.7228,2.766,821.39,2.16,7.4463,1.761804087,3.4215,431.2,1.329,1.411631846,3.1,0.1668,,
1993-12-01,2111,0.898876404,0.898876404,6.7899,2.6935,802.38,2.155,7.5328,1.790510295,3.397,428,1.3215,1.473187979,3.11,0.1167,,
1993-11-01,2103,0.892857143,0.892857143,6.783,2.5575,811.78,2.17,7.457,1.831166453,3.3685,418.9,1.3361,1.517911354,3.1,0.0858,,
1993-10-01,2101,0.883002208,0.883002208,6.7874,2.5555,818.65,2.145,7.3655,1.805380032,3.3565,412.1,1.3202,1.501501502,3.13,0.0633,,
1993-09-01,2105,0.861326443,0.861326443,6.602,2.5455,809.37,2.125,7.1459,1.819174095,3.44,410.7,1.334,1.547987616,3.12,0.0466,,
1993-08-01,2097,0.879120879,0.879120879,6.8666,2.547,807.21,2.085,7.2762,1.804728388,3.3775,408.2,1.319,1.485884101,3.11,0.0344,,
1993-07-01,2091,0.915750916,0.915750916,6.7865,2.5625,800.1,2.04,7.46,1.807664497,3.379,405.8,1.2851,1.452432825,3.11,0.0259,,
1993-06-01,2084,0.872143729,0.872143729,6.564,2.5715,786.49,2.024,7.217,1.864280388,3.3395,414,1.2817,1.502629602,3.13,0.0198,,
1993-05-01,2081,0.817126982,0.817126982,6.093,2.554,782.69,1.973,6.7445,1.854255516,3.1775,416.2,1.2708,1.47972773,3.12,0.0152,,
1993-04-01,2079,0.811359026,0.811359026,6.0903,2.5655,774.69,1.93,6.7015,1.84774575,3.1585,415.5,1.2702,1.415628539,3.11,0.0117,,
1993-03-01,2066,0.828843763,0.828843763,6.1724,2.591,765.69,1.865,6.8352,1.882884579,3.167,404,1.2581,1.419446416,3.09,0.01,,
1993-02-01,2062,0.8492569,0.8492569,6.3148,2.6275,751.7,1.79,7.008,1.911314985,3.1425,396,1.2498,1.438021283,3.1,0.0076,,
1993-01-01,2060,0.826104915,0.826104915,6.2115,2.6225,742.7,1.696,6.843,1.936108422,3.076,385,1.2677,1.471670346,3.11,0.0058,,
1992-12-01,2067,0.830564784,0.830564784,6.274,2.614,727.71,1.63,6.945,1.947419669,3.05,381,1.271,1.450536699,3.12,0.0052,,
1992-11-01,2064,0.812545706,0.812545706,6.154,2.5332,717.71,1.607,6.516,1.953506544,3.01,381.5,1.287,1.465845793,3.11,0.0039,,
1992-10-01,2045,0.785916378,0.785916378,5.92,2.508,710.72,1.58,6.283,1.905487805,2.954,376,1.2382,1.438848921,3.12,0.003,,
1992-09-01,2033,0.721656924,0.721656924,5.4615,2.4935,693.25,1.475,5.734,1.859427296,2.813,381,1.245,1.400756408,3.11,0.0025,,
1992-08-01,2031,0.694107031,0.694107031,5.4295,2.4925,693.25,1.29,5.5575,1.85528757,2.737,386,1.1944,1.399580126,3.07,0.002,,
1992-07-01,2030,0.723431961,0.723431961,5.673,2.5,682.83,1.234,5.807,1.834189288,2.763,365.5,1.1834,1.344447432,3.11,0.0016,,
1992-06-01,2030,0.743936914,0.743936914,5.8545,2.504,682.83,1.185,5.9655,1.836547291,2.77,359,1.1985,1.336898396,3.12,0.0013,,
1992-05-01,2031,0.78235018,0.78235018,6.187,2.509,673.85,1.129,6.2635,1.867762421,2.831,351,1.2028,1.321877065,3.11,0.0011,,
1992-04-01,2019,0.803083842,0.803083842,6.374,2.521,662.62,1.045,6.47,1.860811314,2.873,352,1.191,1.322751323,3.08,0.0009,,
1992-03-01,2014,0.804764204,0.804764204,6.373,2.58,668.24,0.948,6.4485,1.834189288,2.8755,355,1.1889,1.300052002,3.06,0.0007,,
1992-02-01,2006,0.801153661,0.801153661,6.352,2.5849,651.39,0.953,6.41,1.831501832,2.841,350.5,1.1819,1.329433661,3.06,0.0006,,
1992-01-01,2001,0.788519161,0.788519161,6.2425,2.624,682.83,0.975,6.3185,1.851851852,2.794,353,1.1744,1.332800213,3.06,0.0005,,
1991-12-01,1989,0.74811102,0.74811102,5.905,2.7235,673.85,0.98,5.97,1.85013876,2.74,378,1.1553,1.319261214,3.07,0.0004,,
1991-11-01,1981,0.797130331,0.797130331,6.3075,2.7505,699.43,1.022,6.4,1.7809439,2.7985,368.5,1.134,1.275510204,3.06,0.0003,,
1991-10-01,1979,0.817193757,0.817193757,6.4855,2.7465,708.6,0.952,6.5505,1.794365692,2.8325,360,1.1225,1.282709082,3.07,0.0003,,
1991-09-01,1965,0.814531237,0.814531237,6.425,2.737,636.37,0.825,6.5155,1.764290755,2.804,360,1.132,1.252348153,3.06,0.0002,,
1991-08-01,1961,0.850918993,0.850918993,6.743,2.7855,636.37,0.793,6.8,1.740644038,2.873,354.5,1.1413,1.27388535,3.04,0.0002,,
1991-07-01,1956,0.849473327,0.849473327,6.7495,2.7857,659.3,0.798,6.808,1.75192712,2.8575,347.5,1.151,1.286504567,3.04,0.0001,,
1991-06-01,1951,0.880902044,0.880902044,6.9865,2.784,653.56,0.84,7.063,1.736714137,2.888,346.5,1.1413,1.304631442,3.02,0.0001,,
1991-05-01,1944,0.847314015,0.847314015,6.65,2.759,671.91,0.82,6.783,1.719394773,2.825,341.5,1.1443,1.314924392,3.01,0.0001,,
1991-04-01,1936,0.834515564,0.834515564,6.5725,2.75,665.03,0.702,6.71,1.696928559,2.78,338,1.1526,1.278118609,3,0.0001,,
1991-03-01,1929,0.825491167,0.825491167,6.566,2.765,665.03,0.55,6.677,1.705029838,2.73,345,1.1585,1.294498382,2.98,0.0001,,
1991-02-01,1917,0.743218135,0.743218135,5.86,2.7193,657.01,0.55,5.96,1.668335002,2.564,339.5,1.1495,1.272426517,2.97,0.0001,,
1991-01-01,1909,0.718029726,0.718029726,5.718,2.697,663.25,0.538,5.8,1.669727834,2.538,341,1.1627,1.278772379,2.96,0.0001,,
1990-12-01,1898,0.731796561,0.731796561,5.805,2.6995,652.1,,5.88,1.703577513,2.555,331.5,1.1595,1.295672454,2.95,,,
1990-11-01,1881,0.729501021,0.729501021,5.7595,2.702,637.47,,5.865,1.642036125,2.521,331.5,1.1647,1.292490629,2.94,,,
1990-10-01,1855,0.731261426,0.731261426,5.795,2.6998,625.04,,5.894,1.625487646,2.54,,1.1663,1.277139208,2.92,,,
1990-09-01,1847,0.760282825,0.760282825,5.9785,2.699,612.78,,6.0575,1.623376623,2.5665,,1.155,1.211827436,2.9,,,
1990-08-01,1846,0.760167237,0.760167237,6.0065,2.6858,605.11,,6.0899,1.626809826,2.5725,,1.1563,1.22895416,2.88,,,
1990-07-01,1837,0.766577233,0.766577233,6.075,2.6955,591.4,,6.1525,1.684919966,2.588,,1.1514,1.259128683,2.87,,,
1990-06-01,1832,0.809061489,0.809061489,6.3365,2.7101,577.69,,6.4035,1.700102006,2.662,,1.163,1.261034048,2.86,,,
1990-05-01,1823,0.825491167,0.825491167,6.445,2.701,565.96,,6.5025,1.735207357,2.665,,1.171,1.303101381,2.834,,,
1990-04-01,1816,0.820681165,0.820681165,6.3825,2.7145,551.58,,6.5225,1.739130435,2.6615,,1.1642,1.331026221,2.797,,,
1990-03-01,1809,0.829118647,0.829118647,6.4655,2.727,539.85,,6.565,1.724732666,2.6545,,1.1695,1.324854266,2.769,,,
1990-02-01,1802,0.832986256,0.832986256,6.51,2.705,526.22,,6.52,1.703577513,2.556,,1.1909,1.316135825,2.738,,,
1990-01-01,1796,0.827746048,0.827746048,6.508,2.697,513.01,,6.4975,1.666666667,2.5585,,1.187,1.297185108,2.711,,,
1989-12-01,1787,0.839419122,0.839419122,6.5885,2.696,499.44,,6.59,1.684919966,2.5525,,1.158,1.269035533,2.677,,,
1989-11-01,1782,0.875043752,0.875043752,6.906,2.7,488.31,,6.7975,1.696065129,2.604,,1.1639,1.277139208,2.649,,,
1989-10-01,1786,0.897988506,0.897988506,7.1595,2.6915,,,6.89,1.703287345,2.636,,1.1732,1.281886938,,,,
1989-09-01,1774,0.908100254,0.908100254,7.2966,2.6895,,,6.9047,1.696352841,2.6895,,1.1769,1.28915818,,,,
1989-08-01,1775,0.946163308,0.946163308,7.6325,2.695,,,7.1442,1.687194196,2.7677,,1.1785,1.309586171,,,,
1989-07-01,1765,0.898230486,0.898230486,7.2471,2.661,,,6.8417,1.700969553,2.6455,,1.1805,1.318391562,,,,
1989-06-01,1757,0.944465433,0.944465433,7.6012,2.702,,,7.1278,1.743679163,2.7779,,1.1964,1.322051824,,,,
1989-05-01,1759,0.95520107,0.95520107,7.7397,2.724,,,7.1643,1.711742554,2.7449,,1.2068,1.329610424,,,,
1989-04-01,1742,0.904731747,0.904731747,7.3144,2.6955,,,6.8261,1.626280696,2.5576,,1.1849,1.262148176,,,,
1989-03-01,1741,0.911078717,0.911078717,7.3778,2.754,,,6.8779,1.628399284,2.5576,,1.192,1.221299463,,,,
1989-02-01,1731,0.878271562,0.878271562,7.0984,2.735,,,6.6893,1.607975559,2.4799,,1.1969,1.246416552,,,,
1989-01-01,1729,0.898634076,0.898634076,7.2846,2.73,,,6.7559,1.664447403,2.4021,,1.1842,1.127904354,,,,
1988-12-01,1725,0.852224305,0.852224305,6.8383,2.71,,,6.5373,1.589825119,2.3726,,1.1914,1.171783454,,,,
1988-11-01,1716,0.833194468,0.833194468,6.667,2.677,,,6.4663,1.526251526,2.298,,1.186,1.139860937,,,,
